Generation,PopBest,PopWorst,PopAvg,StdDeviation,BestOverall
0,262.7884,-210.2842,-32.84277,105.7068,262.7884
1,248.8959,-274.3651,130.6886,128.2465,262.7884
2,4861.461,-144.2291,378.212,919.9499,4861.461
3,4882.818,-411.4377,730.8096,1540.567,4882.818
4,5147.692,-59.36055,2836.332,2361.062,5147.692
5,5420.794,-167.155,3828.511,2113.872,5420.794
6,5675.176,-25.55592,3352.837,2445.224,5675.176
7,5752.312,-84.81992,2660.458,2654.257,5752.312
8,5742.113,-59.41112,2694.558,2701.075,5752.312
9,5752.312,-9.532163,2699.271,2720.769,5752.312
10,6435.83,-36.18939,3332.61,2674.463,6435.83
11,6963.596,-61.16983,3280.384,2777.653,6963.596
12,6823.049,-223.581,2364,2887.813,6963.596
13,6677.627,-85.23092,1426.575,2260.056,6963.596
14,6934.905,-57.44873,2515.978,2637.15,6963.596
15,6734.263,-98.89706,2075.616,2624.568,6963.596
16,6963.596,-77.40264,1966.925,2847.776,6963.596
17,6734.287,-88.57258,2082.301,2751.406,6963.596
18,6924.626,-43.99292,2357.081,2930.71,6963.596
19,7241.358,-40.38715,3494.102,3370.367,7241.358
20,6951.428,-67.02099,2053.406,2903.452,7241.358
21,6902.83,-40.29604,3204.064,3078.26,7241.358
22,7222.537,-82.15166,3139.109,3129.387,7241.358
23,7222.537,32.94296,3195.132,3108.985,7241.358
24,7221.547,-39.3348,4421.593,3159.559,7241.358
25,7166.999,-57.33221,3411.926,3151.128,7241.358
26,7145.188,-82.11385,3261.59,3094.255,7241.358
27,6777.224,-52.85386,2445.106,3053.148,7241.358
28,7222.537,-46.00885,4034.355,3213.891,7241.358
29,6757.126,-60.33502,3812.368,3212.358,7241.358
30,7316.159,-40.23073,4513.973,3252.839,7316.159
31,7094.02,-126.6248,2406.597,2905.694,7316.159
32,7130.738,-28.01256,2246.718,2796.573,7316.159
33,7130.738,-71.15113,2863.507,3020.422,7316.159
34,7193.797,-16.34894,3865.855,3268.448,7316.159
35,6717.222,-61.49684,1859.7,2699.033,7316.159
36,6804.666,-48.74208,4247.178,2942.75,7316.159
37,6876.18,-83.44595,3853.258,3250.648,7316.159
38,7147.721,-64.48769,3933.586,3362.358,7316.159
39,6753.785,-82.9349,1647.432,2821.95,7316.159
40,6761.159,-70.77835,2683.326,3084.557,7316.159
41,6867.171,-69.01627,3896.549,3082.619,7316.159
42,6785.34,-71.47861,2525.968,3041.249,7316.159
43,6833.655,-135.83,2006.714,2854.852,7316.159
44,7146.032,-98.80701,3456.509,3343.208,7316.159
45,6761.159,-83.09843,1775.16,2758.121,7316.159
46,7008.128,-66.74346,2615.23,3175.876,7316.159
47,8513.312,-184.5201,3414.11,3405.617,8513.312
48,8836.474,-98.44939,4666.145,3694.866,8836.474
49,8836.474,-86.38618,3047.656,3910.15,8836.474
50,9556.295,-105.0091,6260.754,3882.167,9556.295
51,8942.562,-99.58145,4425.982,4035.689,9556.295
52,9035.576,-53.87555,6225.463,3731.671,9556.295
53,9064.591,-111.2699,6333.605,3899.845,9556.295
54,9064.483,-99.58145,6096.449,4064.161,9556.295
55,9026.958,-214.8004,5187.909,4096.209,9556.295
56,9064.562,-31.5828,4947.001,4286.126,9556.295
57,9026.958,-97.33999,4317.256,4358.029,9556.295
58,9026.958,-108.7917,4413.801,4282.008,9556.295
59,8942.57,-17.86897,5984.239,3944.091,9556.295
60,8982.62,-201.5447,4551.719,4050.653,9556.295
61,9026.958,253.3453,6064.105,3718.115,9556.295
62,9287.412,-121.3279,4567.429,4286.428,9556.295
63,9287.412,-242.3869,4902.87,4332.32,9556.295
64,9339.055,-42.72715,4940.236,4427.774,9556.295
65,9412.835,-103.6352,5689.251,4382.787,9556.295
66,9317.112,-155.162,4701.772,4475.377,9556.295
67,9403.653,-236.488,5528.994,4535.19,9556.295
68,10898.45,-176.4444,3811.116,4438.14,10898.45
69,11101.86,-161.369,6331.827,4508.408,11101.86
70,11418.12,-102.0672,8566.472,4234.154,11418.12
71,11583.95,-62.71088,9385.109,3759.031,11583.95
72,11533.34,-93.3938,7432.576,4851.578,11583.95
73,11568.59,-75.57374,7049.751,5249.108,11583.95
74,11533.34,-165.3272,7237.673,5072.003,11583.95

